Threshold,Precision,Recall,F1-score
0.1,0.009844596019970467,0.9459459459459459,0.01948639432110794
0.2,0.019176536943034405,0.918918918918919,0.03756906077348066
0.3,0.03025441210176484,0.8918918918918919,0.05852360895588561
0.4,0.04532871972318339,0.8851351351351351,0.08624094799210007
0.5,0.0625,0.8783783783783784,0.11669658886894076
0.6,0.08438538205980066,0.8581081081081081,0.15366001209921354
0.7,0.12022900763358779,0.8513513513513513,0.21070234113712374
0.8,0.1827485380116959,0.8445945945945946,0.3004807692307692
0.9,0.271523178807947,0.831081081081081,0.40931780366056575
