Threshold,Precision,Recall,F1-score
0.1,0.21612349914236706,0.8513513513513513,0.3447332421340629
0.2,0.3453038674033149,0.8445945945945946,0.49019607843137253
0.3,0.4732824427480916,0.8378378378378378,0.6048780487804878
0.4,0.5103734439834025,0.831081081081081,0.6323907455012854
0.5,0.583732057416268,0.8243243243243243,0.6834733893557423
0.6,0.6629213483146067,0.7972972972972973,0.7239263803680982
0.7,0.7048192771084337,0.7905405405405406,0.7452229299363057
0.8,0.7581699346405228,0.7837837837837838,0.770764119601329
0.9,0.8156028368794326,0.777027027027027,0.7958477508650519
